,employers,management,fertility rate,intentional homicides,labor force,literacy rate,poverty gap,parliment seats,unpaid domestic,gender parity index,primary enrollment,teenage mothers,married by 18,clusters
1038,0.509999990463257,30.7,1.775,1.0545224249,62.7649993896484,78.51,15.12,13.3333333333333,17.85,0.980289995670319,91.85561,19.14,27.76,2
1039,0.529999971389771,30.7,1.757,4.1384733172,61.9490013122559,78.51,15.12,13.3333333333333,17.85,1.00662994384766,95.58731,19.14,27.76,2
1040,0.550000011920929,30.7,1.735,2.746290791,62.5130004882813,78.51,15.12,10.0,17.85,1.00134003162384,96.96312,19.14,27.76,2
1041,0.579999983310699,30.7,1.711,2.0512399746,62.1419982910156,78.51,15.12,10.0,17.85,1.00673997402191,94.49267,19.14,27.76,2
1042,0.600000023841858,30.7,1.687,5.4516337865,61.9220008850098,78.51,15.12,10.0,17.85,1.01582002639771,95.69098,19.14,27.76,1
1043,0.610000014305115,30.7,1.665,1.3595268846,63.0320014953613,78.51,15.12,10.0,17.85,1.00073003768921,93.91218,19.14,27.76,2
1044,0.629999995231628,30.7,1.645,1.3572388333,61.0390014648438,78.51,15.12,10.0,17.85,0.96,83.68,19.14,10.712449,1
1045,0.649999976158142,30.7,1.63,4.7449584816,61.9529991149902,78.51,15.12,16.6666666666667,17.85,0.96,83.68,19.14,27.76,2
1046,0.629999995231628,30.7,1.62,2.0317494717,60.4640007019043,99.5999984741211,15.12,16.6666666666667,17.85,1.00442004203796,93.18643,19.14,27.76,1
1047,0.620000004768372,30.7,1.614,2.030058398,60.8199996948242,78.51,15.12,16.6666666666667,17.85,0.993019998073578,94.08345,19.14,27.76,1
1048,0.610000014305115,30.7,1.613,1.3523016174,61.8810005187988,78.51,15.12,16.6666666666667,17.85,0.997709989547729,95.91661,19.14,27.76,2
1049,0.610000014305115,30.7,1.615,1.3512965691,60.5060005187988,78.51,15.12,16.6666666666667,17.85,0.965030014514923,94.19739,19.14,27.76,1
1050,0.600000023841858,30.7,1.619,2.7006042602,59.4659996032715,78.51,15.12,20.0,17.85,0.963280022144318,95.73025,19.14,27.76,1
1051,0.600000023841858,43.1699981689453,1.623,2.35,59.0270004272461,78.51,15.12,20.0,17.85,0.958050012588501,83.68,19.14,27.76,1
1052,1.74,30.7,1.628,2.35,55.5620002746582,78.51,15.12,20.0,17.85,0.969879984855652,83.68,19.14,27.76,1
1053,1.74,30.7,3.12,2.35,56.0550003051758,78.51,15.12,20.0,17.85,0.96,83.68,19.14,27.76,1
1084,1.74,30.7,1.913,2.35,52.0299987792969,78.51,15.12,17.46,17.85,0.96,83.68,19.14,27.76,1
1085,0.28999999165535,30.7,1.805,2.35,52.0909996032715,78.51,15.12,17.46,17.85,0.96,83.68,19.14,27.76,1
1086,0.270000010728836,30.7,1.764,2.35,52.6339988708496,78.51,15.12,17.46,17.85,0.96,83.68,19.14,27.76,1
1087,0.28999999165535,30.7,1.623,2.35,53.1020011901855,78.51,15.12,17.46,17.85,0.991209983825684,83.68,19.14,27.76,1
1088,0.310000002384186,30.7,1.533,2.35,53.8769989013672,78.51,15.12,17.46,17.85,0.985310018062592,83.68,19.14,27.76,1
1089,0.330000013113022,30.7,1.406,2.35,54.6080017089844,78.51,15.12,17.46,17.85,0.962279975414276,86.28125,19.14,27.76,1
